player_id,year,FGA,FGM,FGA_3pt,FGM_3pt,eFG,three_rate
1628990,2022,2,1,1,0,0.5,0.5
1628991,2022,917,378,105,44,0.4362050163576881,0.11450381679389313
1628991,2023,697,351,82,37,0.53012912482066,0.11764705882352941
1628993,2022,37,17,5,3,0.5,0.13513513513513514
1628993,2023,6,3,1,0,0.5,0.16666666666666666
1628994,2022,4,0,0,0,0.0,0.0
1628995,2022,80,31,10,4,0.4125,0.125
1628995,2023,295,136,61,25,0.5033898305084745,0.20677966101694914
1628997,2022,383,195,74,33,0.5522193211488251,0.19321148825065274
1628997,2023,498,230,96,56,0.5180722891566265,0.1927710843373494
1628998,2022,395,194,60,32,0.5316455696202531,0.1518987341772152
1628998,2023,25,10,7,2,0.44,0.28
1629001,2022,624,254,171,65,0.45913461538461536,0.27403846153846156
1629001,2023,578,243,131,48,0.4619377162629758,0.22664359861591696
1629002,2022,415,185,57,24,0.4746987951807229,0.13734939759036144
1629002,2023,192,111,30,13,0.6119791666666666,0.15625
1629003,2022,356,152,117,43,0.48735955056179775,0.32865168539325845
1629003,2023,434,203,147,62,0.5391705069124424,0.3387096774193548
1629004,2022,231,91,52,18,0.4329004329004329,0.22510822510822512
1629004,2023,153,69,47,16,0.5032679738562091,0.30718954248366015
1629005,2022,5,3,4,2,0.8,0.8
1629006,2022,93,38,6,3,0.42473118279569894,0.06451612903225806
1629006,2023,361,139,86,30,0.4265927977839335,0.23822714681440443
1629008,2022,79,26,15,6,0.3670886075949367,0.189873417721519
1629008,2023,781,383,189,84,0.5441741357234315,0.24199743918053776
1629011,2022,331,253,39,28,0.8066465256797583,0.11782477341389729
1629011,2023,255,170,56,25,0.7156862745098039,0.2196078431372549
1629012,2022,151,68,44,23,0.5264900662251656,0.2913907284768212
1629012,2023,431,221,111,59,0.5812064965197216,0.25754060324825984
1629013,2022,446,176,89,32,0.4304932735426009,0.19955156950672645
1629013,2023,294,110,100,32,0.42857142857142855,0.3401360544217687
1629014,2022,784,348,363,153,0.5414540816326531,0.4630102040816326
1629014,2023,975,432,404,162,0.5261538461538462,0.41435897435897434
1629018,2022,1004,406,412,158,0.48306772908366535,0.4103585657370518
1629018,2023,841,366,346,144,0.5208085612366231,0.4114149821640904
1629020,2022,321,186,70,29,0.6246105919003115,0.21806853582554517
1629020,2023,434,238,93,56,0.6129032258064516,0.21428571428571427
1629021,2022,360,186,37,23,0.5486111111111112,0.10277777777777777
1629021,2023,365,184,53,32,0.547945205479452,0.14520547945205478
1629022,2022,678,275,232,88,0.47050147492625366,0.3421828908554572
1629022,2023,438,192,107,35,0.478310502283105,0.24429223744292236
1629023,2022,485,232,51,28,0.5072164948453608,0.10515463917525773
1629023,2023,925,408,211,90,0.4897297297297297,0.2281081081081081
1629026,2022,287,132,61,33,0.5174216027874564,0.21254355400696864
1629026,2023,332,174,86,45,0.5918674698795181,0.25903614457831325
1629027,2022,1406,648,826,365,0.5906827880512091,0.5874822190611664
1629027,2023,1243,543,722,317,0.5643604183427192,0.580852775543041
1629028,2022,644,407,90,54,0.6739130434782609,0.13975155279503104
1629028,2023,807,475,115,75,0.6350681536555143,0.14250309789343246
1629029,2022,1285,587,612,259,0.5575875486381323,0.4762645914396887
1629029,2023,1265,624,525,218,0.5794466403162055,0.4150197628458498
1629033,2022,30,11,9,3,0.4166666666666667,0.3
1629033,2023,76,26,17,7,0.3881578947368421,0.2236842105263158
1629035,2022,30,9,11,6,0.4,0.36666666666666664
1629048,2022,241,123,40,22,0.5560165975103735,0.16597510373443983
1629048,2023,119,65,21,13,0.6008403361344538,0.17647058823529413
1629052,2022,495,205,85,33,0.44747474747474747,0.1717171717171717
1629052,2023,265,102,37,13,0.40943396226415096,0.13962264150943396
1629056,2022,255,109,67,26,0.47843137254901963,0.2627450980392157
1629056,2023,341,145,69,32,0.47214076246334313,0.20234604105571846
1629057,2022,344,252,69,43,0.7950581395348837,0.2005813953488372
1629057,2023,164,124,38,25,0.8323170731707317,0.23170731707317074
1629060,2022,360,175,91,36,0.5361111111111111,0.25277777777777777
1629060,2023,541,259,139,74,0.5471349353049908,0.25693160813308685
1629067,2022,10,2,0,0,0.2,0.0
1629076,2022,36,22,9,5,0.6805555555555556,0.25
1629083,2022,1,0,0,0,0.0,0.0
1629103,2022,153,62,49,21,0.4738562091503268,0.3202614379084967
1629109,2022,79,27,5,1,0.34810126582278483,0.06329113924050633
1629111,2022,173,89,25,16,0.5606936416184971,0.14450867052023122
1629111,2023,302,156,43,23,0.554635761589404,0.1423841059602649
1629117,2022,110,54,19,8,0.5272727272727272,0.17272727272727273
